cid,bdate,gen
AW00016139,1971-08-22,Female
AW00016140,1971-04-01,Male
AW00016141,1966-05-01,Female
AW00016142,1964-07-10,Female
AW00016143,1964-09-15,Female
AW00016144,1970-11-30,Male
AW00016145,1965-04-23,Female
AW00016146,1964-08-20,Female
AW00016147,1964-05-23,Male
AW00016148,1963-09-23,Female
AW00016149,1963-08-29,Male
AW00016150,1974-08-09,Female
AW00016151,1968-12-30,Female
AW00016152,1969-11-12,Female
AW00016153,1963-10-09,Male
AW00016154,1964-06-04,Female
AW00016155,1974-10-08,Female
AW00016156,1975-03-11,Male
AW00016157,1985-10-21,Female
AW00016158,1975-01-18,Female
AW00016159,1980-06-17,Female
AW00016160,1973-12-18,Female
AW00016161,1974-02-21,Female
AW00016162,1974-03-26,Female
AW00016163,1973-06-13,Male
AW00016164,1978-01-29,Female
AW00016165,1978-01-30,Female
AW00016166,1984-02-03,Female
AW00016167,1978-01-02,Male
AW00016168,1973-03-07,Female
AW00016169,1978-03-13,Male
AW00016170,1972-03-07,Male
AW00016171,1971-10-04,Male
AW00016172,1983-04-06,Female
AW00016173,1981-07-02,Male
AW00016174,1970-09-21,Female
AW00016175,1976-09-01,Male
AW00016176,1974-02-16,Female
AW00016177,1979-09-07,Female
AW00016178,1974-05-16,Male
AW00016179,1974-02-19,Female
AW00016180,1976-08-18,Male
AW00016181,1970-12-21,Female
AW00016182,1969-10-19,Male
AW00016183,1975-11-01,Female
AW00016184,1969-12-04,Female
AW00016185,1975-12-10,Male
AW00016186,1980-01-22,Female
AW00016187,1986-02-14,Male
AW00016188,1985-10-03,Female
AW00016189,1984-09-29,Female
AW00016190,1984-07-07,Male
AW00016191,1983-09-15,Female
AW00016192,1983-12-02,Female
AW00016193,1983-12-18,Male
AW00016194,1979-03-16,Female
AW00016195,1978-10-10,Female
AW00016196,1979-04-20,Male
AW00016197,1983-08-16,Female
AW00016198,1978-04-12,Male
AW00016199,1978-02-15,Male
AW00016200,1976-10-15,Female
AW00016201,1977-03-05,Male
AW00016202,1976-10-18,Male
AW00016203,1975-11-01,Male
AW00016204,1982-04-09,Male
AW00016205,1982-03-28,Female
AW00016206,1976-11-15,Female
AW00016207,1982-03-09,Male
AW00016208,1977-01-17,Female
AW00016209,1975-09-15,Female
AW00016210,1979-09-09,Female
AW00016211,1980-05-22,Male
AW00016212,1935-07-03,Female
AW00016213,1971-11-13,Female
AW00016214,1977-01-30,Male
AW00016215,1971-11-09,Male
AW00016216,1983-03-23,Male
AW00016217,1972-03-24,Female
AW00016218,1964-09-30,Female
AW00016219,1964-11-18,Male
AW00016220,1959-01-03,Female
AW00016221,1964-05-10,Male
AW00016222,1959-06-17,Male
AW00016223,1958-11-15,Male
AW00016224,1959-01-17,Male
AW00016225,1970-04-07,Male
AW00016226,1958-11-20,Female
AW00016227,1959-12-16,Male
AW00016228,1966-12-23,Male
AW00016229,1971-11-13,Male
AW00016230,1960-10-31,Male
AW00016231,1961-05-08,Female
AW00016232,1961-04-04,Male
AW00016233,1971-09-18,Female
AW00016234,1961-11-04,Male
AW00016235,1967-02-13,Male
AW00016236,1967-12-13,Male
AW00016237,1962-07-12,Female
AW00016238,1963-06-01,Female
AW00016239,1963-05-31,Male
AW00016240,1974-08-11,Female
AW00016241,1975-04-03,Female
AW00016242,1963-08-24,Female
AW00016243,1963-12-23,Female
AW00016244,1969-12-15,Male
AW00016245,1969-09-21,Female
AW00016246,1964-05-25,Male
AW00016247,1964-10-30,Female
AW00016248,1964-08-27,Female
AW00016249,1970-12-01,Male
AW00016250,1979-05-18,Male
AW00016251,1978-03-08,Female
AW00016252,1973-03-21,Male
AW00016253,1973-03-02,Female
AW00016254,1973-02-17,Female
AW00016255,1973-02-18,Female
AW00016256,1973-01-13,Male
AW00016257,1978-10-14,Female
AW00016258,1973-05-02,Female
AW00016259,1971-10-19,Female
AW00016260,1977-02-16,Female
AW00016261,1984-02-03,Female
AW00016262,1984-05-14,Female
AW00016263,1972-12-08,Male
AW00016264,1933-10-20,Female
AW00016265,1982-12-13,Female
AW00016266,1971-10-16,Female
AW00016267,1972-04-21,Male
AW00016268,1972-05-19,Female
AW00016269,1971-08-25,Female
AW00016270,1971-12-08,Male
AW00016271,1970-12-11,Female
AW00016272,1971-02-04,Male
AW00016273,1976-05-10,Female
AW00016274,1969-09-13,Male
AW00016275,1969-06-30,Female
AW00016276,1980-08-29,Female
AW00016277,1970-03-28,Female
AW00016278,1969-12-21,Male
AW00016279,1968-12-22,Female
AW00016280,1969-02-15,Male
AW00016281,1968-07-05,Male
AW00016282,1969-02-28,Female
AW00016283,1974-09-09,Male
AW00016284,1968-12-08,Male
AW00016285,1972-05-01,Female
AW00016286,1977-11-20,Male
AW00016287,1972-05-02,Female
AW00016288,1985-08-16,Male
AW00016289,1971-03-24,Female
AW00016290,1971-04-22,Male
AW00016291,1969-07-05,Female
AW00016292,1975-05-01,Female
AW00016293,1970-05-12,Male
AW00016294,1975-06-21,Male
AW00016295,1974-11-10,Male
AW00016296,1969-06-19,Female
AW00016297,1974-09-08,Female
AW00016298,1968-11-12,Female
AW00016299,1983-05-24,Female
AW00016300,1983-05-10,Male
AW00016301,1982-08-06,Male
AW00016302,1985-05-11,Female
AW00016303,1985-03-06,Female
AW00016304,1985-04-14,Male
AW00016305,1985-03-22,Male
AW00016306,1984-08-17,Female
AW00016307,1974-06-03,Female
AW00016308,1974-04-23,Female
AW00016309,1968-03-20,Female
AW00016310,1973-02-28,Female
AW00016311,1973-10-06,Male
AW00016312,1983-07-20,Female
AW00016313,1983-09-23,Female
AW00016314,1983-10-22,Male
AW00016315,1983-01-19,Male
AW00016316,1983-04-23,Female
AW00016317,1983-03-23,Male
AW00016318,1982-12-06,Female
AW00016319,1982-05-21,Female
AW00016320,1981-09-01,Female
AW00016321,1985-10-21,Female
AW00016322,1980-03-16,Female
AW00016323,1980-10-02,Male
AW00016324,1986-03-15,Male
AW00016325,1919-03-10,Female
AW00016326,1978-07-17,Male
AW00016327,1984-03-02,Male
AW00016328,1978-08-15,Male
AW00016329,1984-12-09,Female
AW00016330,1979-01-03,Male
AW00016331,1982-09-09,Female
AW00016332,1954-04-03,Female
AW00016333,1982-08-21,Male
AW00016334,1983-06-11,Female
AW00016335,1983-02-22,Female
AW00016336,1982-12-06,Male
AW00016337,1983-01-03,Male
AW00016338,1954-09-15,Female
AW00016339,1955-10-30,Male
AW00016340,1986-06-23,Male
AW00016341,1957-05-25,Female
AW00016342,1962-04-05,Male
AW00016343,1968-02-17,Male
AW00016344,1985-11-15,Male
AW00016345,1959-04-23,Male
AW00016346,1964-06-10,Male
AW00016347,1958-12-01,Male
AW00016348,1960-01-01,Male
AW00016349,1959-10-13,Male
AW00016350,1965-02-10,Male
AW00016351,1960-01-04,Female
AW00016352,1965-08-02,Female
AW00016353,1981-05-06,Male
AW00016354,1980-08-06,Female
AW00016355,1980-12-24,Female
AW00016356,1981-06-16,Female
AW00016357,1980-03-15,Female
AW00016358,1979-07-08,Male
AW00016359,1959-09-08,Female
AW00016360,1960-01-30,Male
AW00016361,1960-11-06,Male
AW00016362,1960-10-29,Male
AW00016363,1960-08-30,Female
AW00016364,1960-11-07,Female
AW00016365,1961-01-15,Female
AW00016366,1972-01-02,Female
AW00016367,1977-05-24,Female
AW00016368,1966-11-04,Female
AW00016369,1967-08-23,Female
AW00016370,1967-01-22,Female
AW00016371,1961-09-11,Male
AW00016372,1974-01-29,Female
AW00016373,1962-10-20,Female
AW00016374,1963-06-14,Male
AW00016375,1968-08-19,Female
AW00016376,1963-06-06,Female
AW00016377,1969-09-21,Female
AW00016378,1963-09-15,Female
AW00016379,1969-09-21,Male
AW00016380,1975-04-19,Female
AW00016381,1963-12-01,Female
AW00016382,1963-12-01,Female
AW00016383,1963-10-25,Male
AW00016384,1964-11-19,Female
AW00016385,1965-06-15,Male
AW00016386,1974-03-15,Male
AW00016387,1974-04-24,Male
AW00016388,1979-11-23,Male
AW00016389,1979-10-01,Male
AW00016390,1973-08-25,Male
AW00016391,1979-11-01,Male
AW00016392,1974-04-08,Female
AW00016393,1985-01-06,Male
AW00016394,1978-06-03,Male
AW00016395,1973-06-06,Female
AW00016396,1972-10-14,Male
AW00016397,1978-04-10,Male
AW00016398,1973-06-12,Male
AW00016399,1973-04-15,Male
AW00016400,1978-03-06,Male
AW00016401,1973-03-08,Female
AW00016402,1973-04-01,Male
AW00016403,1972-04-17,Male
AW00016404,1973-01-02,Male
AW00016405,1972-10-05,Female
AW00016406,1978-11-10,Male
AW00016407,1971-09-01,Female
AW00016408,1970-08-08,Male
AW00016409,1976-10-13,Female
AW00016410,1970-04-18,Female
AW00016411,1970-02-18,Male
AW00016412,1980-12-05,Female
AW00016413,1936-11-03,Female
AW00016414,1969-12-15,Female
AW00016415,1969-12-15,Male
AW00016416,1975-05-14,Male
AW00016417,1975-08-29,Male
AW00016418,1974-08-22,Female
AW00016419,1968-12-20,Female
AW00016420,1974-11-15,Male
AW00016421,1974-10-06,Female
AW00016422,1979-09-20,Male
AW00016423,1938-11-20,Male
AW00016424,1972-01-15,Female
AW00016425,1971-08-15,Female
AW00016426,1972-01-08,Male
AW00016427,1977-03-11,Female
AW00016428,1968-09-24,Male
AW00016429,1973-10-12,Female
AW00016430,1971-02-04,Male
AW00016431,1976-08-30,Male
AW00016432,1975-08-05,Male
AW00016433,1975-05-24,Male
AW00016434,1970-04-03,Female
AW00016435,1975-07-06,Male
AW00016436,1974-08-11,Male
AW00016437,1983-04-23,Male
AW00016438,1982-01-14,Female
AW00016439,1985-04-24,Female
AW00016440,1985-06-02,Male
AW00016441,1984-09-08,Male
AW00016442,1985-02-23,Male
AW00016443,1984-09-04,Female
AW00016444,1969-04-21,Female
AW00016445,1967-12-11,Female
AW00016446,1967-11-09,Female
AW00016447,1973-12-05,Female
AW00016448,1967-08-02,Female
AW00016449,1983-08-14,Male
AW00016450,1983-02-12,Female
AW00016451,1983-03-05,Male
AW00016452,1983-05-21,Female
AW00016453,1982-10-07,Female
AW00016454,1982-12-03,Male
AW00016455,1917-02-09,Female
AW00016456,1981-01-09,Male
AW00016457,1981-08-18,Female
AW00016458,1982-06-18,Female
AW00016459,1981-10-15,Female
AW00016460,1982-05-17,Female
AW00016461,1981-08-05,Female
AW00016462,1980-10-14,Female
AW00016463,1981-04-20,Female
AW00016464,1979-11-15,Male
AW00016465,1980-04-30,Female
AW00016466,1979-12-13,Female
AW00016467,1980-03-07,Male
AW00016468,1981-05-17,Male
AW00016469,1981-05-18,Female
AW00016470,1981-05-08,Male
AW00016471,1919-02-14,Female
AW00016472,1985-03-10,Female
AW00016473,1978-08-31,Female
AW00016474,1978-10-19,Male
AW00016475,1984-12-09,Male
AW00016476,1979-06-10,Male
AW00016477,1982-11-01,Female
AW00016478,1982-07-21,Male
AW00016479,1981-11-06,Female
AW00016480,1960-02-05,Male
AW00016481,1954-12-15,Female
AW00016482,1955-11-12,Female
AW00016483,1961-10-13,Male
AW00016484,1955-08-07,Male
AW00016485,1985-10-21,Male
AW00016486,1956-11-12,Female
AW00016487,1956-11-13,Female
AW00016488,1956-10-25,Male
AW00016489,1957-01-02,Male
AW00016490,1985-11-14,Female
AW00016491,1984-10-16,Male
AW00016492,1957-09-21,Male
AW00016493,1959-05-05,Female
AW00016494,1965-11-21,Female
AW00016495,1960-02-05,Female
AW00016496,1965-05-14,Female
AW00016497,1981-01-03,Female
AW00016498,1981-05-08,Male
AW00016499,1981-04-15,Female
AW00016500,1980-08-19,Female
AW00016501,1981-01-23,Female
AW00016502,1980-08-12,Male
AW00016503,1980-08-29,Male
AW00016504,1980-02-02,Male
AW00016505,1985-08-03,Female
AW00016506,1984-12-09,Female
AW00016507,1945-05-18,Female
AW00016508,1945-02-10,Male
AW00016509,1946-10-30,Female
AW00016510,1948-06-03,Male
AW00016511,1947-12-18,Male
AW00016512,1947-10-05,Male
AW00016513,1948-11-10,Male
AW00016514,1985-07-10,Male
AW00016515,1985-08-03,Male
AW00016516,1986-01-24,Male
AW00016517,1981-09-16,Female
AW00016518,1981-12-17,Female
AW00016519,1982-02-11,Female
AW00016520,1982-04-22,Female
AW00016521,1985-02-07,Female
AW00016522,1985-01-01,Female
AW00016523,1984-07-10,Female
AW00016524,1985-01-20,Male
AW00016525,1983-11-22,Female
AW00016526,1984-04-23,Male
AW00016527,1983-12-18,Male
AW00016528,1984-02-22,Female
AW00016529,1983-01-25,Male
AW00016530,1949-04-16,Female
AW00016531,1948-12-22,Female
AW00016532,1977-12-18,Male
AW00016533,1966-11-21,Female
AW00016534,1966-08-05,Female
AW00016535,1971-05-09,Male
AW00016536,1966-01-19,Female
AW00016537,1966-04-12,Male
AW00016538,1965-07-12,Female
AW00016539,1971-01-07,Female
AW00016540,1966-03-15,Male
AW00016541,1966-06-27,Male
AW00016542,1965-12-07,Male
AW00016543,1976-12-04,Female
AW00016544,1970-04-04,Male
AW00016545,1964-07-11,Female
AW00016546,1965-02-24,Male
AW00016547,1974-08-11,Male
AW00016548,1971-07-11,Male
AW00016549,1965-02-02,Female
AW00016550,1970-02-18,Male
AW00016551,1976-05-09,Female
AW00016552,1965-01-06,Male
AW00016553,1964-09-01,Female
AW00016554,1964-02-14,Female
AW00016555,1975-12-19,Male
AW00016556,1975-07-06,Female
AW00016557,1981-04-13,Male
AW00016558,1981-04-13,Male
AW00016559,1975-04-22,Female
AW00016560,1976-04-12,Male
AW00016561,1981-12-02,Male
AW00016562,1981-09-06,Female
AW00016563,1925-02-23,Female
AW00016564,1975-02-04,Female
AW00016565,1974-10-06,Male
AW00016566,1980-01-19,Female
AW00016567,1975-03-10,Male
AW00016568,1927-08-13,Female
AW00016569,1963-09-09,Female
AW00016570,1968-09-13,Female
AW00016571,1962-09-05,Female
AW00016572,1979-05-14,Male
AW00016573,1973-08-09,Male
AW00016574,1979-03-09,Male
AW00016575,1950-03-03,Female
AW00016576,1952-04-10,Male
AW00016577,1951-10-01,Female
AW00016578,1952-06-03,Female
AW00016579,1958-12-18,Male
AW00016580,1960-01-01,Female
AW00016581,1965-07-19,Male
AW00016582,1965-09-30,Male
AW00016583,1959-11-02,Male
AW00016584,1959-10-31,Male
AW00016585,1959-11-03,Male
AW00016586,1969-12-17,Male
AW00016587,1959-03-11,Male
AW00016588,1958-10-01,Male
AW00016589,1958-10-08,Male
AW00016590,1964-08-29,Male
AW00016591,1970-04-22,Male
AW00016592,1958-05-15,Female
AW00016593,1957-07-04,Female
AW00016594,1957-09-01,Male
AW00016595,1958-01-16,Male
AW00016596,1956-09-24,Female
AW00016597,1956-09-11,Female
AW00016598,1957-05-02,Female
AW00016599,1955-11-14,Male
AW00016600,1953-11-13,Female
AW00016601,1953-08-08,Female
AW00016602,1954-03-19,Female
AW00016603,1953-05-18,Female
AW00016604,1952-07-03,Male
AW00016605,1981-05-09,Female
AW00016606,1982-05-09,Male
AW00016607,1981-02-23,Male
AW00016608,1981-06-11,Male
AW00016609,1985-08-09,Male
AW00016610,1979-12-21,Female
AW00016611,1980-07-15,Male
AW00016612,1981-02-18,Female
AW00016613,1979-10-06,Female
AW00016614,1979-03-22,Female
AW00016615,1978-08-08,Female
AW00016616,1985-06-02,Male
AW00016617,1979-08-06,Male
AW00016618,1979-12-15,Female
AW00016619,1979-11-02,Female
AW00016620,1984-05-12,Male
AW00016621,1984-03-12,Female
AW00016622,1978-11-12,Male
AW00016623,1979-03-04,Male
AW00016624,1983-07-24,Male
AW00016625,1983-05-19,Male
AW00016626,1978-01-15,Male
AW00016627,1982-05-23,Female
AW00016628,1976-10-16,Male
AW00016629,1978-03-13,Female
AW00016630,1978-01-08,Male
AW00016631,1976-09-16,Female
AW00016632,1976-11-13,Male
AW00016633,1977-06-24,Female
AW00016634,1981-02-12,Female
AW00016635,1975-08-14,Male
AW00016636,1976-02-23,Male
AW00016637,1977-02-15,Male
AW00016638,1977-02-07,Male
AW00016639,1977-01-07,Female
AW00016640,1976-11-30,Male
AW00016641,1946-11-14,Female
AW00016642,1952-11-03,Male
AW00016643,1947-01-16,Male
AW00016644,1947-06-22,Male
AW00016645,1948-04-16,Female
AW00016646,1948-04-23,Male
AW00016647,1948-04-16,Female
AW00016648,1947-12-24,Female
AW00016649,1948-08-06,Female
AW00016650,1949-03-02,Female
AW00016651,1949-03-25,Female
AW00016652,1984-08-02,Female
AW00016653,1978-10-14,Female
AW00016654,1984-03-14,Female
AW00016655,1981-09-23,Female
AW00016656,1960-11-06,Male
AW00016657,1960-09-17,Male
AW00016658,1960-10-12,Female
AW00016659,1961-06-01,Female
AW00016660,1961-12-01,Male
AW00016661,1961-10-13,Male
AW00016662,1962-09-05,Female
AW00016663,1963-04-08,Female
AW00016664,1963-12-15,Female
AW00016665,1963-12-23,Female
AW00016666,1978-10-07,Female
AW00016667,1980-05-04,Female
AW00016668,1980-01-15,Male
AW00016669,1979-09-21,Male
AW00016670,1980-01-15,Female
AW00016671,1980-02-22,Female
AW00016672,1979-12-26,Female
AW00016673,1979-11-05,Male
AW00016674,1970-11-09,Male
AW00016675,1970-06-13,Female
AW00016676,1977-03-22,Female
AW00016677,1983-02-07,Male
AW00016678,1963-04-14,Male
AW00016679,1980-03-30,Female
AW00016680,1968-09-12,Male
AW00016681,1972-09-11,Male
AW00016682,1973-01-05,Female
AW00016683,1972-09-01,Female
AW00016684,1968-05-17,Male
AW00016685,1967-12-11,Female
AW00016686,1968-01-12,Female
AW00016687,1972-04-07,Male
AW00016688,1967-04-03,Female
AW00016689,1967-03-03,Male
AW00016690,1972-05-01,Female
AW00016691,1972-05-05,Female
AW00016692,1976-10-11,Male
AW00016693,1971-07-20,Male
AW00016694,1965-11-07,Female
AW00016695,1964-10-24,Male
AW00016696,1970-08-11,Female
AW00016697,1970-10-31,Male
AW00016698,1975-08-06,Female
AW00016699,1965-02-24,Male
AW00016700,1974-06-17,Male
AW00016701,1980-01-10,Female
AW00016702,1973-03-12,Female
AW00016703,1967-11-02,Female
AW00016704,1966-11-30,Female
AW00016705,1964-01-08,Female
AW00016706,1963-11-07,Female
AW00016707,1963-10-05,Male
AW00016708,1975-04-06,Female
AW00016709,1941-12-14,Male
AW00016710,1966-03-15,Female
AW00016711,1965-08-01,Male
AW00016712,1962-04-23,Female
AW00016713,1959-05-06,Male
AW00016714,1982-02-07,Male
AW00016715,1982-03-21,Female
AW00016716,1981-08-02,Male
AW00016717,1980-10-08,Female
AW00016718,1981-01-22,Male
AW00016719,1980-07-10,Male
AW00016720,1986-05-17,Female
AW00016721,1986-03-03,Male
AW00016722,1985-12-25,Male
AW00016723,1986-03-14,Female
AW00016724,1985-11-13,Male
AW00016725,1985-12-19,Male
AW00016726,1984-11-22,Male
AW00016727,1986-05-17,Male
AW00016728,1985-07-20,Male
AW00016729,1942-12-11,Male
AW00016730,1943-03-31,Female
AW00016731,1984-08-08,Female
AW00016732,1983-12-23,Female
AW00016733,1944-03-05,Male
AW00016734,1943-09-20,Female
AW00016735,1982-12-04,Female
AW00016736,1983-03-20,Female
AW00016737,1984-10-29,Female
AW00016738,1945-03-02,Male
AW00016739,1955-12-21,Male
AW00016740,1946-04-25,Male
AW00016741,1946-03-07,Male
AW00016742,1946-05-12,Male
AW00016743,1947-11-17,Female
AW00016744,1947-12-13,Female
AW00016745,1948-05-23,Female
AW00016746,1982-05-05,Female
AW00016747,1980-12-11,Male
AW00016748,1980-11-28,Male
AW00016749,1979-11-07,Male
AW00016750,1979-11-08,Male
AW00016751,1984-12-09,Male
AW00016752,1978-08-27,Male
AW00016753,1977-08-22,Female
AW00016754,1978-06-04,Male
AW00016755,1978-01-23,Female
AW00016756,1974-03-18,Male
AW00016757,1972-12-30,Female
AW00016758,1978-11-14,Male
AW00016759,1972-12-30,Female
AW00016760,1970-08-07,Female
AW00016761,1978-06-11,Male
AW00016762,1978-01-23,Male
AW00016763,1979-05-04,Male
AW00016764,1978-11-20,Male
AW00016765,1979-01-04,Male
AW00016766,1979-02-01,Female
AW00016767,1978-10-03,Male
AW00016768,1979-01-07,Male
AW00016769,1977-04-22,Male
AW00016770,1977-03-21,Male
AW00016771,1978-06-23,Male
AW00016772,1977-07-14,Female
AW00016773,1978-05-06,Male
AW00016774,1983-02-07,Male
AW00016775,1983-09-14,Female
AW00016776,1975-09-19,Male
AW00016777,1950-03-04,Male
AW00016778,1950-03-03,Male
AW00016779,1961-04-22,Female
AW00016780,1951-03-24,Male
AW00016781,1950-12-16,Male
AW00016782,1951-08-21,Male
AW00016783,1952-06-05,Female
AW00016784,1951-08-10,Female
AW00016785,1952-02-09,Male
AW00016786,1952-03-23,Male
AW00016787,1957-04-22,Female
AW00016788,1952-10-11,Male
AW00016789,1953-03-20,Female
AW00016790,1958-02-06,Male
AW00016791,1952-11-03,Male
AW00016792,1952-12-07,Female
AW00016793,1952-11-03,Female
AW00016794,1952-10-17,Female
AW00016795,1952-10-31,Female
AW00016796,1953-12-03,Female
AW00016797,1954-05-18,Male
AW00016798,1953-11-01,Female
AW00016799,1954-04-06,Female
AW00016800,1954-12-19,Female
AW00016801,1960-01-19,Female
AW00016802,1955-01-09,Male
AW00016803,1960-07-17,Male
AW00016804,1956-06-18,Male
AW00016805,1961-03-10,Male
AW00016806,1956-02-01,Male
AW00016807,1956-04-03,Female
AW00016808,1956-04-02,Female
AW00016809,1961-06-20,Female
AW00016810,1957-02-28,Male
AW00016811,1956-10-16,Male
AW00016812,1962-09-09,Female
AW00016813,1956-10-11,Male
AW00016814,1962-08-08,Female
AW00016815,1956-11-06,Male
AW00016816,1962-03-07,Female
AW00016817,1957-06-18,Male
AW00016818,1956-08-02,Female
AW00016819,1957-12-31,Male
AW00016820,1957-07-12,Female
AW00016821,1964-01-17,Female
AW00016822,1964-05-27,Male
AW00016823,1964-01-17,Female
AW00016824,1962-11-14,Male
AW00016825,1963-02-01,Female
AW00016826,1968-11-08,Male
AW00016827,1973-08-14,Male
AW00016828,1967-02-06,Male
AW00016829,1967-04-24,Male
AW00016830,1961-04-19,Female
AW00016831,1960-11-08,Male
AW00016832,1937-12-10,Male
AW00016833,1938-02-21,Male
AW00016834,1939-01-18,Female
AW00016835,1939-04-13,Male
AW00016836,1971-05-22,Male
AW00016837,1971-04-22,Female
AW00016838,1970-07-16,Male
AW00016839,1970-12-17,Female
AW00016840,1969-09-11,Male
AW00016841,1970-05-16,Male
AW00016842,1975-04-06,Female
AW00016843,1969-08-15,Male
AW00016844,1975-07-22,Female
AW00016845,1975-09-12,Female
AW00016846,1968-11-05,Male
AW00016847,1979-09-16,Male
AW00016848,1979-10-01,Female
AW00016849,1974-09-24,Male
AW00016850,1969-03-31,Female
AW00016851,1968-09-28,Male
AW00016852,1974-06-03,Female
AW00016853,1968-08-19,Female
AW00016854,1980-02-20,Male
AW00016855,1968-05-12,Female
AW00016856,1968-06-09,Female
AW00016857,1973-12-14,Male
AW00016858,1968-02-10,Female
AW00016859,1973-08-17,Male
AW00016860,1967-09-14,Female
AW00016861,1973-06-06,Male
AW00016862,1968-06-18,Male
AW00016863,1967-02-08,Female
AW00016864,1966-11-03,Female
AW00016865,1972-06-02,Female
AW00016866,1983-10-19,Female
AW00016867,1967-02-23,Female
AW00016868,1972-02-01,Male
AW00016869,1966-08-01,Female
AW00016870,1961-03-31,Female
